PatternID,PatternSet,PatternNature,PatternName,PatternDescription,RegexPattern,Priority,Category,Fix,Remediation,RemediationDescription,RemediationEffort,Mandays,JDK8Compatible,JDK21Compatible,CompatibilityStatus,PlanFirstChange,ScriptableBySearchReplace,CompatibilityRuleHint
244,Set 3 - Third Party,THRID-PARTY,ibmjcefips.jar,Third-party library present in application lib folder (exploded project).,\bibmjcefips(?:-[\w\.-]+)?\.jar\b,Medium,Crypto Providers,Dual-runtime: upgrade crypto providers to Java-8-baseline releases and validate provider configuration on JDK 8 and JDK 21.,Upgrade,Upgrade provider jars; validate provider order/FIPS/TLS.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Crypto
245,Set 3 - Third Party,THRID-PARTY,ibmjceprovider.jar,Third-party library present in application lib folder (exploded project).,\bibmjceprovider(?:-[\w\.-]+)?\.jar\b,Medium,Crypto Providers,Dual-runtime: upgrade crypto providers to Java-8-baseline releases and validate provider configuration on JDK 8 and JDK 21.,Upgrade,Upgrade provider jars; validate provider order/FIPS/TLS.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Crypto
246,Set 3 - Third Party,THRID-PARTY,ibmjsseprovider2.jar,Third-party library present in application lib folder (exploded project).,\bibmjsseprovider2(?:-[\w\.-]+)?\.jar\b,Medium,Crypto Providers,Dual-runtime: upgrade crypto providers to Java-8-baseline releases and validate provider configuration on JDK 8 and JDK 21.,Upgrade,Upgrade provider jars; validate provider order/FIPS/TLS.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Crypto
247,Set 3 - Third Party,THRID-PARTY,itext-1.3.jar,Third-party library present in application lib folder (exploded project).,\bitext[-_](?:[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
248,Set 3 - Third Party,THRID-PARTY,jackson-annotations-2.8.8.jar,Third-party library present in application lib folder (exploded project).,\bjackson\-annotations(?:-[\w\.-]+)?\.jar\b,Medium,JSON Binding,Dual-runtime: upgrade Jackson to 2.15+ (Java 8 compatible) and keep modules aligned; validate on JDK 21.,Upgrade,Upgrade jackson-* modules together; run regression tests.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Jackson
249,Set 3 - Third Party,THRID-PARTY,jackson-core-2.8.8.jar,Third-party library present in application lib folder (exploded project).,\bjackson\-core(?:-[\w\.-]+)?\.jar\b,Medium,JSON Binding,Dual-runtime: upgrade Jackson to 2.15+ (Java 8 compatible) and keep modules aligned; validate on JDK 21.,Upgrade,Upgrade jackson-* modules together; run regression tests.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Jackson
250,Set 3 - Third Party,THRID-PARTY,jackson-databind-2.8.8.1.jar,Third-party library present in application lib folder (exploded project).,\bjackson\-databind(?:-[\w\.-]+)?\.jar\b,Medium,JSON Binding,Dual-runtime: upgrade Jackson to 2.15+ (Java 8 compatible) and keep modules aligned; validate on JDK 21.,Upgrade,Upgrade jackson-* modules together; run regression tests.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Jackson
251,Set 3 - Third Party,THRID-PARTY,jackson-databind-2.8.8.jar,Third-party library present in application lib folder (exploded project).,\bjackson\-databind(?:-[\w\.-]+)?\.jar\b,Medium,JSON Binding,Dual-runtime: upgrade Jackson to 2.15+ (Java 8 compatible) and keep modules aligned; validate on JDK 21.,Upgrade,Upgrade jackson-* modules together; run regression tests.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Jackson
252,Set 3 - Third Party,THRID-PARTY,jakarta-oro.jar,Third-party library present in application lib folder (exploded project).,\bjakarta\-oro(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
253,Set 3 - Third Party,THRID-PARTY,javacsv.jar,Third-party library present in application lib folder (exploded project).,\bjavacsv(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
254,Set 3 - Third Party,THRID-PARTY,javase-3.4.1.jar,Third-party library present in application lib folder (exploded project).,\bjavase[-_](?:[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
255,Set 3 - Third Party,THRID-PARTY,jaxen-core.jar,Third-party library present in application lib folder (exploded project).,\bjaxen\-core(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
256,Set 3 - Third Party,THRID-PARTY,jaxen-jdom.jar,Third-party library present in application lib folder (exploded project).,\bjaxen\-jdom(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
257,Set 3 - Third Party,THRID-PARTY,jcommon-0.9.5.jar,Third-party library present in application lib folder (exploded project).,\bjcommon[-_](?:[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
258,Set 3 - Third Party,THRID-PARTY,jcprov.jar,Third-party library present in application lib folder (exploded project).,\bjcprov(?:-[\w\.-]+)?\.jar\b,Medium,Crypto Providers,Dual-runtime: upgrade crypto providers to Java-8-baseline releases and validate provider configuration on JDK 8 and JDK 21.,Upgrade,Upgrade provider jars; validate provider order/FIPS/TLS.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Crypto
259,Set 3 - Third Party,THRID-PARTY,jcraft.jar,Third-party library present in application lib folder (exploded project).,\bjcraft(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
260,Set 3 - Third Party,THRID-PARTY,jdom.jar,Third-party library present in application lib folder (exploded project).,"(?:\bjdom(?:-[\w\.-]+)?\.jar\b)|(?i)(?:<\s*groupId\s*>\s*org\.jdom\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*jdom\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*jdom\s*<\s*/\s*artifactId\s*>|\borg\.jdom\s*:\s*jdom\b|\bjdom\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review;POM
261,Set 3 - Third Party,THRID-PARTY,jfreechart-0.9.20.jar,Third-party library present in application lib folder (exploded project).,\bjfreechart[-_](?:[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
262,Set 3 - Third Party,THRID-PARTY,jftp.jar,Third-party library present in application lib folder (exploded project).,\bjftp(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
263,Set 3 - Third Party,THRID-PARTY,json.jar,Third-party library present in application lib folder (exploded project).,\bjson(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
264,Set 3 - Third Party,THRID-PARTY,jt400.jar,Third-party library present in application lib folder (exploded project).,\bjt400(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
265,Set 3 - Third Party,THRID-PARTY,junit.jar,Third-party library present in application lib folder (exploded project).,\bjunit(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
266,Set 3 - Third Party,THRID-PARTY,jxl.jar,Third-party library present in application lib folder (exploded project).,\bjxl(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
267,Set 3 - Third Party,THRID-PARTY,log4j-1.2.5.jar,Third-party library present in application lib folder (exploded project).,\blog4j(?:-[\w\.-]+)?\.jar\b,High,Security/EOL,Dual-runtime: remove Log4j 1.x and use Log4j 2.17.x (Java 8+) or SLF4J+Logback; ensure only one backend on classpath.,Migrate,"Replace log4j-1.x jar, update config, retest logging.",High,1.5,Yes,Yes,Safe,Yes,No,Dual-Log4jMigration
268,Set 3 - Third Party,THRID-PARTY,log4j-api-2.17.1.jar,Third-party library present in application lib folder (exploded project).,\blog4j(?:-[\w\.-]+)?\.jar\b,Low,Logging Backend,Keep Log4j2; ensure api/core versions aligned and no Log4j 1.x remains.,No-Change/Align,Validate consistent Log4j2 version and configuration.,Low,0.25,Yes,Yes,Safe,Yes,No,Dual-Log4j2
269,Set 3 - Third Party,THRID-PARTY,log4j-core-2.17.1.jar,Third-party library present in application lib folder (exploded project).,\blog4j(?:-[\w\.-]+)?\.jar\b,Low,Logging Backend,Keep Log4j2; ensure api/core versions aligned and no Log4j 1.x remains.,No-Change/Align,Validate consistent Log4j2 version and configuration.,Low,0.25,Yes,Yes,Safe,Yes,No,Dual-Log4j2
270,Set 3 - Third Party,THRID-PARTY,not-yet-commons-ssl-0.3.10.jar,Third-party library present in application lib folder (exploded project).,\bnot\-yet\-commons\-ssl[-_](?:[\w\.-]+)?\.jar\b,Medium,Pre-Release/Alpha,Dual-runtime: replace alpha/beta/snapshot libraries with stable maintained releases that support Java 8; validate on JDK 21.,Replace,Upgrade to stable release; verify runtime and security.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Replace-PreRelease
271,Set 3 - Third Party,THRID-PARTY,oc4j.jar,Third-party library present in application lib folder (exploded project).,\boc4j(?:-[\w\.-]+)?\.jar\b,High,App Server EOL,"OC4J is obsolete; move runtime to a supported javax.* container (e.g., Tomcat 9) to keep dual-runtime compatibility.",Replace,Remove OC4J-specific libs and migrate deployment; validate on JDK 8 and JDK 21.,High,3.0,Yes,No,Requires Migration,No,No,Dual-AppServerMigration
272,Set 3 - Third Party,THRID-PARTY,oc4jclient.jar,Third-party library present in application lib folder (exploded project).,\boc4jclient(?:-[\w\.-]+)?\.jar\b,High,App Server EOL,"OC4J is obsolete; move runtime to a supported javax.* container (e.g., Tomcat 9) to keep dual-runtime compatibility.",Replace,Remove OC4J-specific libs and migrate deployment; validate on JDK 8 and JDK 21.,High,3.0,Yes,No,Requires Migration,No,No,Dual-AppServerMigration
273,Set 3 - Third Party,THRID-PARTY,odmg-3.0.jar,Third-party library present in application lib folder (exploded project).,\bodmg[-_](?:[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
274,Set 3 - Third Party,THRID-PARTY,ojdbc14.jar,Third-party library present in application lib folder (exploded project).,\bojdbc(?:[\.-]?\d[\w\.-]*)?\.jar\b|\bclasses12\.jar\b,High,Driver Upgrade,Dual-runtime: replace old Oracle JDBC jars with ojdbc8 (Java 8 baseline) and validate on JDK 21; avoid ojdbc11 if JDK 8 runtime must remain supported.,Upgrade,Replace driver jar; validate TLS/timezone/NLS on both runtimes.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-JDBC-Upgrade
275,Set 3 - Third Party,THRID-PARTY,ojdbc6.jar,Third-party library present in application lib folder (exploded project).,\bojdbc(?:[\.-]?\d[\w\.-]*)?\.jar\b|\bclasses12\.jar\b,Medium,Driver Upgrade,Dual-runtime: replace old Oracle JDBC jars with ojdbc8 (Java 8 baseline) and validate on JDK 21; avoid ojdbc11 if JDK 8 runtime must remain supported.,Upgrade,Replace driver jar; validate TLS/timezone/NLS on both runtimes.,Medium,0.75,Yes,Yes,Safe,Yes,No,Dual-JDBC-Upgrade
276,Set 3 - Third Party,THRID-PARTY,oreilly_upload.jar,Third-party library present in application lib folder (exploded project).,\boreilly_upload(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
277,Set 3 - Third Party,THRID-PARTY,poi-3.8-20120326.jar,Third-party library present in application lib folder (exploded project).,\bpoi(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
278,Set 3 - Third Party,THRID-PARTY,poi-ooxml-3.8-20120326.jar,Third-party library present in application lib folder (exploded project).,\bpoi-ooxml(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
279,Set 3 - Third Party,THRID-PARTY,poi-ooxml-schemas-3.8-20120326.jar,Third-party library present in application lib folder (exploded project).,\bpoi-ooxml-schemas(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
280,Set 3 - Third Party,THRID-PARTY,providerutil.jar,Third-party library present in application lib folder (exploded project).,\bproviderutil(?:-[\w\.-]+)?\.jar\b,Medium,Crypto Providers,Dual-runtime: upgrade crypto providers to Java-8-baseline releases and validate provider configuration on JDK 8 and JDK 21.,Upgrade,Upgrade provider jars; validate provider order/FIPS/TLS.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Crypto
281,Set 3 - Third Party,THRID-PARTY,quartz.jar,Third-party library present in application lib folder (exploded project).,\bquartz(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
282,Set 3 - Third Party,THRID-PARTY,saxpath.jar,Third-party library present in application lib folder (exploded project).,\bsaxpath(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
283,Set 3 - Third Party,THRID-PARTY,serializer.jar,Third-party library present in application lib folder (exploded project).,\bserializer(?:-[\w\.-]+)?\.jar\b,Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-XML-Align
284,Set 3 - Third Party,THRID-PARTY,slf4j-api-1.7.30.jar,Third-party library present in application lib folder (exploded project).,\bslf4j-[a-z]+(?:-[\w\.-]+)?\.jar\b,Low,Logging Facade,Keep SLF4J API; ensure only one binding is present.,No-Change/Align,Remove duplicate bindings; validate logging output.,Low,0.25,Yes,Yes,Safe,Yes,No,Dual-SLF4J
285,Set 3 - Third Party,THRID-PARTY,slf4j-simple-1.7.21.jar,Third-party library present in application lib folder (exploded project).,\bslf4j-[a-z]+(?:-[\w\.-]+)?\.jar\b,Low,Logging Facade,Keep SLF4J API; ensure only one binding is present.,No-Change/Align,Remove duplicate bindings; validate logging output.,Low,0.25,Yes,Yes,Safe,Yes,No,Dual-SLF4J
286,Set 3 - Third Party,THRID-PARTY,spring-aop.jar,Third-party library present in application lib folder (exploded project).,\bspring-(?:aop|beans|context|core|expression|web|webmvc)(?:-[\w\.-]+)?\.jar\b,Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2.0,Yes,Yes,Safe,Yes,No,Dual-Spring53
287,Set 3 - Third Party,THRID-PARTY,spring-beans.jar,Third-party library present in application lib folder (exploded project).,\bspring-(?:aop|beans|context|core|expression|web|webmvc)(?:-[\w\.-]+)?\.jar\b,Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2.0,Yes,Yes,Safe,Yes,No,Dual-Spring53
288,Set 3 - Third Party,THRID-PARTY,spring-context.jar,Third-party library present in application lib folder (exploded project).,\bspring-(?:aop|beans|context|core|expression|web|webmvc)(?:-[\w\.-]+)?\.jar\b,Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2.0,Yes,Yes,Safe,Yes,No,Dual-Spring53
289,Set 3 - Third Party,THRID-PARTY,spring-core.jar,Third-party library present in application lib folder (exploded project).,\bspring-(?:aop|beans|context|core|expression|web|webmvc)(?:-[\w\.-]+)?\.jar\b,Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2.0,Yes,Yes,Safe,Yes,No,Dual-Spring53
290,Set 3 - Third Party,THRID-PARTY,spring-expression.jar,Third-party library present in application lib folder (exploded project).,\bspring-(?:aop|beans|context|core|expression|web|webmvc)(?:-[\w\.-]+)?\.jar\b,Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2.0,Yes,Yes,Safe,Yes,No,Dual-Spring53
291,Set 3 - Third Party,THRID-PARTY,spring-web.jar,Third-party library present in application lib folder (exploded project).,\bspring-(?:aop|beans|context|core|expression|web|webmvc)(?:-[\w\.-]+)?\.jar\b,Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2.0,Yes,Yes,Safe,Yes,No,Dual-Spring53
292,Set 3 - Third Party,THRID-PARTY,spring-webmvc.jar,Third-party library present in application lib folder (exploded project).,\bspring-(?:aop|beans|context|core|expression|web|webmvc)(?:-[\w\.-]+)?\.jar\b,Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2.0,Yes,Yes,Safe,Yes,No,Dual-Spring53
